dataset,seed,depth,setting,constraint,method,n_subgroups,valid_gap,cost_l1_gap,regret_gap,route_accuracy_gap
adult,7,3,in_domain,r1_all_mutable,learned_router,2,0.43981481481481477,0.3065865305673827,1.8407933326061539,0.2638888888888889
adult,7,3,in_domain,r1_all_mutable,learned_router_no_geometry,2,0.37731481481481477,0.5505592126928804,59.76663076111744,0.23842592592592593
adult,7,3,in_domain,r1_all_mutable,learned_router_no_shift,2,0.45138888888888884,0.4486366788398213,13.255229001322263,0.35185185185185186
adult,7,3,in_domain,r1_all_mutable,nn_positive_train,2,0.0,2.6581612569053172,434.9056542501305,
adult,7,3,in_domain,r1_all_mutable,projection_only,2,0.3449074074074074,0.3133842134646739,92.44406025353987,0.10416666666666669
adult,7,3,in_domain,r1_all_mutable,rule_router,2,0.3449074074074074,0.3133842134646739,92.44406025353987,0.10416666666666669
adult,7,3,in_domain,r1_all_mutable,safe_router,2,0.4560185185185185,1.8726040196049303,437.2572858600861,0.3888888888888889
adult,7,3,in_domain,r1_all_mutable,utility_router,2,0.4375,1.909695197508685,1.8549757996110583,0.02314814814814814
adult,7,3,in_domain,r1_all_mutable,utility_router_no_geometry,2,0.4375,1.909695197508685,1.8549757996110583,0.02314814814814814
adult,7,3,in_domain,r1_all_mutable,utility_router_no_shift,2,0.4375,1.909695197508685,1.8549757996110583,0.08564814814814814
adult,7,3,in_domain,r2_realistic,fixed_blend,2,0.1875,1.4897261415950291,1.1845569531582614,0.013888888888888895
adult,7,3,in_domain,r2_realistic,fixed_blend_no_repair,2,0.25,1.5129558627998936,63.7111663549358,0.013888888888888895
adult,7,3,in_domain,r2_realistic,knn_mean_k5,2,0.0,1.3462292835491354,186.4693114962746,
adult,7,3,in_domain,r2_realistic,learned_alpha,2,0.10185185185185186,1.2360812210480763,84.76477143009438,0.2569444444444444
adult,7,3,in_domain,r2_realistic,learned_router,2,0.2754629629629629,0.15480035552401272,87.75530991081465,0.11342592592592593
adult,7,3,in_domain,r2_realistic,learned_router_no_geometry,2,0.16435185185185186,0.5526586968830465,22.94596351819463,0.15046296296296297
adult,7,3,in_domain,r2_realistic,learned_router_no_shift,2,0.2129629629629629,0.49325525052041197,25.598208123453595,0.0763888888888889
adult,7,3,in_domain,r2_realistic,nn_positive_train,2,0.0,1.5106757226355008,186.29439880807905,
adult,7,3,in_domain,r2_realistic,projection_only,2,0.3449074074074074,0.5910867275167428,157.61089856025387,0.20833333333333331
adult,7,3,in_domain,r2_realistic,rule_router,2,0.3449074074074074,0.5910867275167428,157.61089856025387,0.20833333333333331
adult,7,3,in_domain,r2_realistic,safe_router,2,0.34259259259259256,0.2311987399547566,187.64227305659685,0.1388888888888889
adult,7,3,in_domain,r2_realistic,utility_router,2,0.1875,1.4897261415950291,1.1845569531582614,0.013888888888888895
adult,7,3,in_domain,r2_realistic,utility_router_no_geometry,2,0.1875,1.4897261415950291,1.1845569531582614,0.013888888888888895
adult,7,3,in_domain,r2_realistic,utility_router_no_shift,2,0.1875,1.4897261415950291,1.1845569531582614,0.013888888888888895
